Specialty,"Specialty
Code
HBP 2022","Package
Code
HBP 2022","AB PMJAY Package
Name","Procedure code
HBP 2022",Procedure Name 2022,Tier3 (Z),Tier2 (Y),Tier1 (X),Implant mapped.,implant cost,"Stratification
remarks",,,,,,,,,,,,,,,,,,
"Pediatric
Medical
Management,
General
Medicine",MG,MP023,"Unexplained
hepatosplenomegaly",MP023A,"Unexplained
hepatosplenomegaly-
requiring admission for
Work Up and/or in-patient
management",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Pediatric
Medical
Management,
General
Medicine",MG,MP024,"Neonatal/ Infantile
cholestasis",MP024A,"Neonatal/infantile
cholestasis / Choledochal
cysts",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Pediatric
Medical
Management,
General
Medicine",MG,MP026,"NEPHROTIC
SYNDROME",MP026A,"Nephrotic syndrome with
peritonitis",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Pediatric
Medical
Management,
General
Medicine",MG,MP026,"NEPHROTIC
SYNDROME",MP026B,"Steroid dependent or
resistent",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pediatric
Medical
Management,
General
Medicine",MG,MP027,"Haemolytic uremic
syndrome",MP027A,"Haemolytic uremic
syndrome",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Pediatric
Medical
Management,
General
Medicine",MG,MP039,Rheumatic fever,MP039A,Acute rheumatic fever,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Pediatric
Medical
Management,
General
Medicine",MG,MP039,Rheumatic fever,MP039B,"Rheumatic valvular heart
disease",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Pediatric
Medical
Management,
General
Medicine",MG,MP040,Cyanotic spells,MP040A,"Cyanotic spells without
CHD",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Pediatric
Medical
Management,
General
Medicine",MG,MP043,Kawasaki Disease,MP043A,Kawasaki Disease,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Pediatric
Medical
Management,
General
Medicine",MG,MP047,Croup syndrome,MP047A,"Acute
laryngotracheobronchitis/A
cute epiglottitis",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Pediatric
Medical
Management,
General
Medicine",MG,MP050,"NEPHROTIC
SYNDROME",MP050A,"Uncomplicated steroid
sensitive",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Ophthalmology/
General
Medicine",MG,SE043,Glaucoma Screening,SE043A,"Vision Refraction-IOP &
Fundus",800,900,1000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Ophthalmology/
General
Medicine",MG,SE043,Glaucoma Screening,SE043B,"Vision Refraction-IOP &
Fundus OCT & Visual
Fields",1500,1800,1900,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Ophthalmology/
General
Medicine",MG,SE044,"Diabetic Retinopathy
Screening",SE044A,"Vision refraction,fundus
photo and OCT",1000,1200,1300,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Infectious
Diseases,
General
Medicine",MG,ID001,"Laboratory Tests for
COVID-19 Infection
(PCR)
(Reimbursement level
for this package will be
as per the ICMR
guidelines, issued
from time to time)",ID001A,"Screening Test for COVID-
19 Infection",1500,1500,1500,NA,NA,"All hospitalized
patients with Severe
Acute Respiratory
Illness",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Infectious
Diseases,
General
Medicine",MG,ID001,"Laboratory Tests for
COVID-19 Infection
(PCR)
(Reimbursement level
for this package will be
as per the ICMR
guidelines, issued
from time to time)",ID001B,"Test for Confirmation of
COVID-19 Infection",3000,3000,3000,NA,NA,"(Fever and cough
and / or shortness of
breath)",,,,,,,,,,,,,,,,,,
"Infectious
Diseases,
General
Medicine",MG,ID003,"Treatment of COVID-
19 Infection",ID003A,"Treatment of COVID-19
Infection",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Infectious
Diseases,
General
Medicine",MG,ID005,"Treatment of systemic
fungal infections",ID005A,"Treatment of systemic
fungal infections",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,
Cardiology,
Oncology",MG,MG098,PET scan,MG098A,PET scan,0,0,0,NA,NA,"Whole body- 20500,
Brain-14650, Gallium
68 Peptide-15000,
Cardiac- 1500",,,,,,,,,,,,,,,,,,
"Mental
Disorders",MM,MM001,"Mental Retardation
(intellectual disability)",MM001A,Intellectual Disability (ID),0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Mental
Disorders",MM,MM002,"Mental disorders -
Organic, including
symptomatic",MM002A,"Mental disorders -
Organic, including
symptomatic",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Mental
Disorders",MM,MM003,"Schizophrenia,
schizotypal and
delusional disorders",MM003A,"Schizophrenia, schizotypal
and delusional disorders",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Mental
Disorders",MM,MM004,"Neurotic, stress-
related and
somatoform disorders",MM004A,"Neurotic, stress-related
and somatoform disorders",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Mental
Disorders",MM,MM005,"Mood (affective)
disorders",MM005A,Mood (affective) disorders,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Mental
Disorders",MM,MM006,"Behavioural
syndromes associated
with physiological
disturbances and
physical factors",MM006A,"Behavioural syndromes
associated with
physiological disturbances
and physical factors",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mental
Disorders",MM,MM007,"Mental and
Behavioural disorders
due to psychoactive
substance use",MM007A,"Mental and Behavioural
disorders due to
psychoactive substance
use",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Mental
Disorders",MM,MM008,"Package (Cognitive
Tests, Complete
Haemogram, Liver
Function Test, Renal
Function Test, Serum
Electrolytes, Electro
Cardiogram (ECG),
CT / MRI Brain,
Electroencephalogram
, Thyroid Function
Test, VDRL, HIV Test,
Vitamin B12 levels,
Folate levels, Lipid
Profile, Homocysteine
levels), serum Lithium
level",MM008A,"Package (Cognitive Tests,
Complete Haemogram,
Liver Function Test, Renal
Function Test, Serum
Electrolytes, Electro
Cardiogram (ECG), CT /
MRI Brain,
Electroencephalogram,
Thyroid Function Test,
VDRL, HIV Test, Vitamin
B12 levels, Folate levels,
Lipid Profile,
Homocysteine levels),
serum Lithium level",6600,7500,7500,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Mental
Disorders",MM,MM009,"Electro Convulsive
Therapy (ECT) - per
session",MM009A,"Electro Convulsive
Therapy (ECT) - per
session",3300,3800,3800,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Mental
Disorders",MM,MM010,"NeuroDevelopmental
Disorders (NDD)
Other than Intellectual
Disability",MM010A,Autism Spectrum Disorder,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Mental
Disorders",MM,MM010,"NeuroDevelopmental
Disorders (NDD)
Other than Intellectual
Disability",MM010B,"Mixed Developmental
Disorder",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Mental
Disorders",MM,MM010,"NeuroDevelopmental
Disorders (NDD)
Other than Intellectual
Disability",MM010C,"Tourette Syndrome /
Chronic Tic Disorder",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Mental
Disorders",MM,MM010,"NeuroDevelopmental
Disorders (NDD)
Other than Intellectual
Disability",MM010D,"Attention Deficit
Hyperactivity Disorder
(ADHD)",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Mental
Disorders",MM,MM010,"NeuroDevelopmental
Disorders (NDD)
Other than Intellectual
Disability",MM010E,"Specific Developmental
Disorders",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Mental
Disorders",MM,MM011,"Behavioral and
emotional Disorders of
Childhood and
Adolescence",MM011A,"Oppositional Defiant
Disorder",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",
,,,,,,"Behavioral and
emotional Disorders of
Childhood and
Adolescence",,,,,,,,,,,,,,,,,,,,,,,
"Mental
Disorders",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MM,,MM011,,,,,MM011B,,Conduct Disorder,,,,,0,,,0,,,0,,NA,,NA,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",
,,,,,,"Behavioral and
emotional Disorders of
Childhood and
Adolescence",,,,,,,,,,,,,,,,,,,,,,,
"Mental
Disorders",,,,,,,,,,,"Mixed Disorder of
Conduct and Emotions",,,,,,,,,,,,,,,,,,
,,MM,,MM011,,,,,MM011C,,,,,,,0,,,0,,,0,,NA,,NA,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",
,,,,,,"Behavioral and
emotional Disorders of
Childhood and
Adolescence",,,,,,,,,,,,,,,,,,,,,,,
"Mental
Disorders",,,,,,,,,,,"Anxiety and Depressive
Disorders",,,,,,,,,,,,,,,,,,
,,MM,,MM011,,,,,MM011D,,,,,,,0,,,0,,,0,,NA,,NA,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",
,,,,,,"Behavioral and
emotional Disorders of
Childhood and
Adolescence",,,,,"Other Internalizing and
Externalizing Disorders of
Childhood and
Adolescence",,,,,,,,,,,,,,,,,,
"Mental
Disorders",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MM,,MM011,,,,,MM011E,,,,,,,0,,,0,,,0,,NA,,NA,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"Psychological,
Behavioural and
Developmental and
Educational Interventions
(Typically Includes Child
Counselling /
Psychotherapy, Family
Counselling /
Psychotherapy / Training
Such As Parent
Management Training,
Behavioral / Cognitive-
Behavioral Interventions,
Developmental
Interventions Such As
Early Intervention, Speech
/ Language Therapy,
Occupational Therapy,
Physiotherapy,
Remediation For Specific
Learning Disability and
Common Medications
Used in Management of
Child & Adult
Psycholoigical
DisordersiIncluding Anti-
ADHD Medication",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Add-on package (4
CYCLES OVER 3
MONTHS)",
"Mental
Disorders",,,,,,"Non-Pharmacological
Interventions",,,,,,,,,,,,,,,,,,,,,,,
,,MM,,MM012,,,,,MM012A,,,,,,3300,,,3800,,,3900,,,NA,,NA,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Add-on package (4
CYCLES OVER 3
MONTHS)",
"Mental
Disorders",,,,,,"Pharmacological
Interventions",,,,,,,,,,,,,,,,,,,,,,,
,,MM,,MM013,,,,,MM013A,,,,,,2200,,,2500,,,2600,,,NA,,NA,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"Psychological
Assessments (Includes IQ
Testing, Specific Learning
Disability Assessments,
Assessments For Autism
Spectrum Disorder,
Developmental
Assessments, Projective
Tests and Other Tests Of
Psychopathology), Other
Psychosocial
Assessments (Family,
Schooling)",,,,,,,,,,,,,,,,,,
,,,,,,"Psychological /
Psychosocial
Assessment Package
for All Child And
Adolescent Psychiatric
Disorders",,,,,,,,,,,,,,,,,,,,,,,
"Mental
Disorders",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MM,,MM014,,,,,MM014A,,,,,,2800,,,3200,,,3300,,,NA,,NA,,,Add-on package
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Basic neonatal care
package: Babies that
can be managed by
side of mother in
postnatal ward without
requiring admission in
SNCU/NICU:
• Any newborn
needing feeding
support
• Babies requiring
closer monitoring or
short-term care for
conditions like:
o Birth asphyxia (need
for positive pressure
ventilation; no HIE)
o Moderate jaundice
requiring phototherapy
o Large for dates (>97
SpecialiNeonatal Care
Package: Babies that
required admission to
SNCU or NICU:
Babies admitted for
short term care for
conditions like:
• Mild Respiratory
Distress/tachypnea
• Mild encephalopathy
• Severe jaundice
requiring intensive
phototherapy
• Haemorrhagic
disease of newborn
• Unwell baby
requiring monitoring
• Some dehydration
• Hypoglycaemia
Mother's stay and food
Intensive Neonatal
Care Package
Babies with
birthweight 1500-1799
g
or
Babies of any
birthweight and at
least one of the
following conditions:
• Need for mechanical
ventilation for less
than 24 hours or non-
invasive respiratory
support (CPAP,
HFFNC)
• Sepsis / pneumonia
without complications
• Hyperbilirubinemia
requiring exchange
transfusion",,,,"Neonates 1800-2500g
OR Neonates of any
weight requiring closer
monitoring or short-term
care on mother's bedside
for conditions like, but not
limited to:
o Birth asphyxia (need for
positive pressure
ventilation at birth; no HIE)
o Moderate jaundice
requiring phototherapy
o Large for dates (>97
percentile) or Small for
gestational age (less than
3rd centile)
o Rule-out sepsis .
o Investigations warranted
because of antenatal scan
findings.
Includes activities listed0-
1799g OR Neonates of
any weight with mild
illness like, but not limited
to:
• Mild Respiratory
Distress/tachypnea
• Mild encephalopathy
• Severe jaundice
requiring intensive
phototherapy
• Unwell baby requiring
monitoring
• Some dehydration
• Hypoglycaemia
The above list is
illustrative but not limited
to these conditions.
The required procedures
may include radiant
warmer care, gavage
birthweight with moderate
illness like
• Need for mechanical
ventilation for less than 24
hours or non-invasive
respiratory support
(CPAP, HFFNC)
• Sepsis / pneumonia
without complications
• Hyperbilirubinemia
requiring exchange
transfusion
• Seizures requring anti-
convulsants
• Major congenital
malformations (pre-
surgical stabilization)
• Cholestasis requiring
investigations and in-
hospital management",,,,,,,,,,,,,,,,,,,
"Neo - natal
Care",,,,,,,,,,,,,,,,,,,,"Routine Ward -
1000/day",,,,,,,,,
,,MN,,MN001,,,,MN001A,,,,0,0,0,NA,,NA,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neo - natal
Care",,,,,,,,,,,,,,,,,,,,"SNCU / NICU -
4000/day",,,,,,,,,
,,MN,,MN002,,,,MN002A,,,,0,0,0,NA,,NA,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neo - natal
Care",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MN,,MN003,,,,MN003A,,,,0,0,0,NA,,NA,,SNCU / NICU - 6000,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Advanced Neonatal
Care Package:
Babies with
birthweight of 1200-
1499 g",,,,,"Neonates between 1200-
1499 g OR
Neonates of any weight
with at least one of the
following conditions:
• Any condition requiring
invasive ventilation longer
than 24 hours
• Moderate to Severe
Hypoxic Ischemic
encephalopathy
• Cardiac rhythm
disorders needing
intervention (the cost of
cardiac surgery or implant
will be covered under
cardiac surgery packages)
• Sepsis with
complications such as
meningitis or bone and
joint infection, DIC or R
Neonates of any weight
with at least one of the
following conditions:
• Severe Respiratory
Failure requiring High
Frequency Ventilation or
inhaled Nitric Oxide (iNO)
• Multisystem failure
requiring multiple organ
support including
mechanical ventilation and
multiple inotropes
• Reuiring parenteral
nutrition
Critical congenital heart
disease (excluding
surgical costs)
The above list is
illustrative but not limited
to these conditions.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"or
Babies of any
birthweight with at
least one of the
following conditions:
• Any condition
requiring invasive
ventilation longer than
24 hours
• Hypoxic Ischemic
encephalopathy
requiring Therapeutic
Hypothermia
• Cardiac rhythm
Critical Care Neonatal
Package:
Babies with
birthweight of <1200 g
or
Babies of any
birthweight with at
least one of the
following conditions:
• Severe Respiratory
Failure requiring High
Frequency Ventilation
or inhaled Nitric Oxide
(iNO)
• Multisystem failure
requiring multiple
organ support
including mechanical
ventilation and multiple
inotropes
• Critical congenital",,,,,,,,,,,,,,,,,,,,,,,
"Neo - natal
Care",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MN,,MN004,,,,,MN004A,,,,,0,,,0,,,0,,NA,,NA,,,7750/day,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neo - natal
Care",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MN,,MN005,,,,,MN005A,,,,,0,,,0,,,0,,NA,,NA,,,9900/day,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"Neonates in Special
Neonatal Care, Special
Neonatal Care-Plus,
Intensive Neonatal Care
or Critical Neonatal Care
packages
(MN002,MN003,MN004,
MN005) who have not fully
recovered and continue to
require NICU/SNCU care,
e.g. for respiratory
support, gavage feeding,
thermal support, etc.,",,,,,,,,,,,,,,,,,,
,,,,,,"Chronic Care
Package: If the baby
requires stay beyond
the upper limit of usual
stay in Package no
MN004A or MN005A
for conditions like
severe BPD requiring
respiratory support,
severe NEC requiring
prolonged TPN
support",,,,,,,,,,,,,,,,,,,,,,,
"Neo - natal
Care",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MN,,MN006,,,,,MN006A,,,,,0,,,0,,,0,,NA,,NA,,SNCU / NICU - 4000,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"Includes but not limited to
minimum six follow-up
visits at 40 weeks PMA,
and corrected ages of
3,6,9, 12 and 18 months
for Assessment and
Management of growth
and development.
Neurosonogram at 40
weeks PMA if indicated.
(Per visit cost)",,,,,,,,,,,,,,,,,,
,,,,,,"High Risk Newborn
Post Discharge Care
Package (Protocol
Driven)",,,,,,,,,,,,,,,,,,,,,,,
"Neo - natal
Care",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MN,,MN007,,,,,MN007A,,,,1000,,,1150,,,1250,,,NA,,NA,,,per visit,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neo - natal
Care/opthalmol
ogy",MN,MN008,"Laser Therapy for
Retinopathy of
Prematurity
(Irrespective of no. of
eyes affected) - per
session",MN008A,"Laser Therapy for
Retinopathy of Prematurity
(Irrespective of no. of eyes
affected)
per session",1900,2200,2300,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Neo - natal
Care",MN,MN009,"Advanced Surgery for
Retinopathy of
Prematurity",MN009A,"Advanced Surgery for
Retinopathy
of Prematurity",18800,21300,22500,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Neo - natal
Care",MN,MN010,"Ventriculoperitoneal
Shunt Surgery (VP) or
Omaya Reservoir or
External Drainage for
Hydrocephalus",MN010A,"Ventriculoperitoneal Shunt
Surgery (VP) or Omaya
Reservoir or External
Drainage for
Hydrocephalus",6300,7100,7500,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Neo - natal
Care",MN,MN011,"Basic neonatal care
(Level IA)",MN011A,"Neonates > 2.5 kg nursed
with mother : Includes
clinical monitoring,
breastfeeding support,
birth vaccination, thyroid
screening, universal
hearing screening and pre-
discharge counselling",0,0,0,NA,,6000/day,,,,,,,,,,,,,,,,,,
"Neo - natal
Care",MN,MN012,ROP screening,MN012A,"ROP screening(per
screening for both
eyes(documentation of
findingsto be done in a
structured format)",550,625,625,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Neo - natal
Care",MN,MN013,BERA,MN013A,"Brainstem Evoked
Response
Audiometry(BERA) per
Bera",1650,1900,2200,NA,NA,1650,,,,,,,,,,,,,,,,,,
"Medical
Oncology",MO,MO001,CT for CA Breast,MO001A,"Cyclophosphamide +
Epirubcin
Cyclophosphamide - 600
mg /m2 D1
Epirubicin -90mg/m2 D1
every 21 days",8100,9200,9200,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Medical
Oncology",MO,MO001,CT for CA Breast,MO001B,"Weekly Paclitaxel for
Adjuvant Therapy
Paclitaxel 80mg/m2 every
week",6600,7500,7500,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Medical
Oncology",MO,MO001,CT for CA Breast,MO001C,"Weekly Paclitaxel in
metastatic setting
Paclitaxel 80mg/m2 every
week",6600,7500,7500,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Medical
Oncology",MO,MO001,CT for CA Breast,MO001D,"Cyclophosphamide +
Methotrexate + 5 - FU
Cyclophosphamide -
100mg/m2 orally D1-D14
Methotrexate 40mg/m2 IV
D1
D8 5FU 600 mg/m2 D1,
D8 every 28 days",3900,4500,4500,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Medical
Oncology",MO,MO001,CT for CA Breast,MO001E,"Docetaxel +
Cyclophosphamide
Docetaxel 75mg/m2 D1
Cyclophosphamide 600
mg/m2 D1 every 21 days",10200,11600,12100,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Medical
Oncology",MO,MO001,CT for CA Breast,MO001F,"Trastuzumab
Trastuzumab 8 mg/Kg in
Cycle 1 D1
Trastuzumab 6 mg/kg D1
from C2 every 21 days",23400,26500,27600,NA,NA,NA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Medical
Oncology",MO,MO001,CT for CA Breast,MO001G,"Tamoxifen
Tamoxifem 20 mg orally
daily",1300,1400,1400,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Medical
Oncology",MO,MO001,CT for CA Breast,MO001H,"Letrozole
Letrozole 2.5 mg orally
daily",4300,4900,4900,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Medical
Oncology",MO,MO001,CT for CA Breast,MO001I,"Carboplatin + Paclitaxel
Paclitaxel 175mg/m2 D1
Carboplatin AUC 5-6 D1
every 21 days",16400,18700,18700,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Medical
Oncology",MO,MO001,CT for CA Breast,MO001J,"Capecitabine
Capecitabine -
1000mg/m2 orally twice
daily D1-D14 every 21
days",8200,9300,9300,NA,NA,NA,,,,,,,,,,,,,,,,,,
